packetNumber, bmRequestType, bRequest, wIndex, wLength, wValue, dataActualLen, data
0, 0xc1, 0x28, 0x0000, 0x0008, 0x0000, 0x0008, 0100000001000000
1, 0xc1, 0x27, 0x0000, 0x0100, 0x0000, 0x0000, 
2, 0x41, 0xdd, 0x0000, 0x0000, 0x0000, 0x0000, 
3, 0x41, 0xde, 0x0000, 0x0ff8, 0x0000, 0x0ff8, 2705195614e3cf2750aab452000c0b900000000000000000d9b8f68164640500333832303020332e322e34202020622f36343338302f332e322e7820202020204d42593000038200000000040000000000000006000000f057040600000000b8000001060000000057040600000000b8000001070000000057040600000000b8000001060000000057040600000000b00000010a0000000057040600000000b00000010b0000000057040600000000b00000010a0000000050040600000000a0000000010000000157040600000000800000001200000000570406000000008402404a4000000000570406000000008000000013000000005704060000000080000000120000000050040600000000a0000000080000000857040600000000980000003200000000570406000000009c012f2e4300000000570406000000009800000033000000005704060000000098000000320000000050040600000000a00000000f0000000f5704060000000078000000000000000057040600000000c8000000020000000057040600000000c8000000030000000057040600000000c8000000020000000057040600000000b80000000a0000000057040600000000b80000000b0000000057040600000000b80000000a0000000057040600000000b0000000120000000057040600000000b0000000130000000057040600000000b00000001200000000500122000000007f000000020000000257043000000000300000000a000000005704300000000010037370000000000057043000000001c000000881000000005704300000000200000008810000000057043000000000041004001f00000000500122000000007f00000002000000025704300000000004100400010000000057012200000000110000000200000000570122000000001200000005000000005701220000000013000000ff00000000570122000000005f000000ff00000000570122000000007a0000001c00000000570122000000007d000000aa00000000570122000000007e0000000000000000570122000000007d000000a900000000570122000000001700000022000000005701220000000018000000480000000057012200000000190000004b00000000570122000000001a0000001900000000570122000000001b0000000c00000000570122000000001c0000000100000000570122000000001d0000006300000000570122000000001e0000002300000000570122000000001f000000c70000000057012200000000780000001b0000000057012200000000790000003900000000570122000000007b0000002900000000570122000000007c000000090000000057012200000000200000000000000000570122000000002100000000000000005701220000000022000000020000000057012200000000230000000000000000570122000000002400000052000000005701220000000025000000050000000057012200000000260000005200000000570122000000002700000004000000005701220000000028000000820000000057012200000000290000000300000000570122000000002a0000000000000000570122000000002b0000000000000000570122000000002c0000000000000000570122000000002d0000000000000000570122000000002e0000000000000000570122000000002f00000000000000005701220000000030000000d00000000057012200000000310000004b00000000570122000000003200000094000000005701220000000033000000d1000000005701220000000034000000430000000057012200000000350000008a000000005701220000000036000000c200000000570122000000003700000081000000005701220000000038000000020000000057012200000000390000000300000000570122000000003a0000000900000000570122000000003b0000001000000000570122000000003c000000c200000000570122000000003d0000008100000000570122000000003e000000c100000000570122000000003f00000018000000005701220000000040000000210000000057012200000000410000000900000000570122000000004200000099000000005701220000000043000000e1000000005701220000000044000000d9000000005701220000000045000000f0000000005701220000000046000000f0000000005701220000000047000000f0000000005701220000000050000000010000000057012200000000510000000300000000570122000000005200000002000000005701220000000053000000000000000057012200000000580000000300000000570122000000005b0000008200000000570122000000005c000000930000000057012200000000610000000c000000005701220000000062000000280000000057012200000000630000004c0000000057012200000000640000006800000000570122000000006800000007000000005701220000000010000000ba000000005701220000000010000000fa000000005701220000000010000000ba0000000057022000000000100000000200000000570220000000001200000da500000000570220000000001400000013000000005702200000000016000000100000000057022000000001c0000000200000000057022000000001c2000000200000000057022000000001c4000000200000000057022000000001c6000000400000000057022000000001c8000000400000000057022000000001ca000000200000000057022000000001cc000000200000000057022000000001ce000000400000000057022000000001d0000000400000000057022000000001d2000000200000000057022000000001d4000000200000000057022000000001d6000000100000000057022000000001d80000001000000000570220000000018000000000000000005702200000000182000000200000000057022000000001840000004000000000570220000000018600000060000000005702200000000188000000a000000000570220000000018a000000e000000000570220000000018c0000010000000000570220000000018e0000012000000000570220000000019000000160000000005702200000000192000001a0000000005702200000000194000001c0000000005702200000000196000001e0000000005702200000000198000001f00000000057022000000000280000f2a900000000570220000000002a00005800000000005702200000000140000000100000000057022000000001420000001000000000570220000000014400000020000000005702200000000146000000480000000057022000000001480000004800000000570220000000014a0000002000000000570220000000014c0000001000000000570220000000014e00000010000000005702200000000150000000700000000057022000000001520000002000000000570220000000015400000020000000005702200000000156000000100000000057022000000001580000001000000000570220000000015a0000001000000000570220000000015c00000010000000005702200000000100000000000000000057022000000001020000001000000000570220000000010400000020000000005702200000000106000000400000000057022000000001080000008800000000570220000000010a000000d000000000570220000000010c000000f000000000570220000000010e000001000000000057022000000001100000011000000000570220000000011200000180000000005702200000000114000001a0000000005702200000000116000001c0000000005702200000000118000001d000000000570220000000011a000001e000000000570220000000011c000001f00000000057022000000000200000565500000000570220000000002200005554000000005702200000000210000006200000000057022000000002120000000500000000570220000000021400000006000000005702200000000216000000090000000057022000000002180000000a0000000057020800000000120000001000000000570208000000001000002da40000000057020800000000280000000000000000570208000000002000000000000000005702080000000080000000000000000057020800000000c000000055000000005702080000000082000000550000000057020800000000c200000055000000005702080000000084000000aa0000000057020800000000c400000056000000005702080000000086000001000000000057020800000000c600000055000000005702080000000088000001550000000057020800000000c80000005500000000570208000000008a000001aa0000000057020800000000ca00000056000000005702080000000040000000000000000057020800000000600000004000000000570208000000004200000040000000005702080000000062000000400000000057020800000000440000008000000000570208000000006400000040000000005702080000000046000000c0000000005702080000000066000000400000000057022100000000080000000a00000000570122000000001600000019000000005701220000000015000000440000000057012200000000140000000200000000570221000000003c0000007600000000570221000000003a0000078000000000570221000000003800000438000000005702210000000120000004040000000057022100000002800000000000000000570221000000028200003fff000000005702210000000284000010000000000057022100000002860000000000000000500122000000006000000001000000015704060000000004abcd0001000000005704300000000008018c2e040000000057043000000000041004008100000000500430000000000c00000010000000105704060000000004abcd00020000000057040600000000b43fcff0060000000057040600000000b43fcff0070000000057040600000000b43fcff0060000000057040600000000bc0000031a0000000057040600000000bc0000031b0000000057040600000000bc0000031a0000000057040600000000c00000031a0000000057040600000000c00000031b0000000057040600000000c00000031a0000000057040600000000180023876400000000570401000000001800000002000000005004010000000018000000000000000257040100000000180000000100000000570401000000001400007e7d00000000570402000000001400007e7d0000000057022100000002fa000000010000000057022100000002fc0000000000000000570406000000004400000000000000000000000100000400000000000000007effa000000000002000400060008000a000c000e00100012001400160018001a001c001e00200022002400260028002a002c002e00300032003400360038003a003c003e0ffbee0010200ffa1bbbb0001d820ff8000203421ffa400003fe0ffa500000001ffdc3c24e7fd5480ffbee0010200ffa1bbbb0002d820ff8000203421ffa400003fe0ffa500000000ffdc3c24
4, 0x41, 0xde, 0x0001, 0x0ff8, 0x0000, 0x0ff8, e7fd5480ffbee0010200ffa1bbbb0003d820ff8000203421ffa400003fe0ffa580000002ffdc3c24e7fd5480ffbee0010200ffa1bbbb0004d820ffce000000000000fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff1fff10000000100000280000000000000007df80f0000f8b50000f8b703d2f8b90000f8d803d2ffde0000f8d00000f8ca0000ffc6045e0000000000000000000050000000837c000081e00000802c00007e7800007cd400007b600000406400004f60000079ac0000000000003cb400003cc00000409c00007828000076b00000751400003d040000738c000000000000712800006fb000006e3c00006cc800006b1400006974000067c000004e7800003d3400003d48000065d4000064200000624c00005ecc00005ba8000059480000453400005794000049900000520c0000403800004044000000000000000000000000000000000000000000000000000000000000000000003e1c00003e3000003e4400003e5800003e6c00003ef400003f7800003e8000003d5c00003ffc0000401000004024000051b80000000000000000ffbfc1001004bd00ffbf00001000ffaf00000080bc2d3c28e7fd47ef57efbfea34213fe1e407ffa100000200ffbf00019fc047e1fce00000ffde000000000000ffc704b60000ffdeffc704b20000ffdeffbcc1001004b000379c3c1ce40effbcc1001060b000379c3c1ce006ffbc00040000241ce0020000ffdeffc704990000ffdeffc704950000ffdeffc704910000ffdeb9e803b169f6781b5c11043f24016c03ffbc000002804780fcfc6df1ffdeffbed0000010b940d940ffa400000002ffe1ffbee00600150c49ffa8000000c00d48ffbe00004e20e7ff5fc1ffbee00600100c480168ffbee00303100c48ffe2ffa400000000ffe1ffbed0000014d940ffbee00600150d49ffbee0030114b9009d04e4093529ffa800000008d900ffce0000067cd1243929ffce00000674d124ffc6ff66ffa00000fb78ffc6ff61ffa00000f9a0ffc6ff5cffa000003c14000000000001000008a8000002800000007dffc6021079fb0000ffc6ffea79fb0000ffc6ffeb79fb0000ffc6020779fb0000ffc6026579fb0000ffc6028679fb0000ffc6ffe079fb0000fcdb000000000000fcdb000000000000fcdb000000000000fcdb0000fcdb00000000000000000000fcdb000000000000fcdb000000000000fcdb000000000000ffc600844fa80000ffc600804fac0000ffc6008379fb0000ffc6008779fb0000ffc600c404c10000ffc600c004c00000ffc6010404c10000ffc6010004c00000ffc6013379fb0000fcdb000000000000fcdb000000000000fcdb000000000000fcdb000000000000fcdb000000000000ffc6017803920000ffc6017803920000ffc6019100006af6781b3ca0f57337deff890080422900200399b1006909781d5c00e403b001f80503dc6c16781b5405e1613c3ce7f2578927dee161015e55510390478a7947ffa000000080ffa1000000005c04e7fec02034630005093509dad861346304060ed48c7f8c7dd860d8843400d802d803d805ffa000000b1ed01bd0dfd0e4d145038cf93dd14479fb6de703904f90a08ffcdbc48f6de7039147afb4400405ffc601360ec46de747afb4400390478fb084b0a56af1781b3c80ffc501196aec781b3ca0ffc501140392b01003d370049c00ffc001116887a80079e73c0fffc1010b03d468a747c0ff890080422900200399b100000500680a7f04040ed43d03e0053c3ce7f65789f805d880b8203c24ffc100ee00050a6f040401dbffc7008f0ec4ffc600f5036e79fb6de70390478fb08447afb4406aec781b3c80ffc500d8ff890080422900202cc6e0230399059f05a0b100000400680a7f04040ed43d03e40a3c3cb0616c71787b3c6cf4043c3c018301bc01c8e7ed578925adffc000c0006e04060ed4040b0f78038dffc600b8d060b100000400680a7f04040ed43d03e4063c3c04060ed4040b0f78d060e7f15789ffc600a5000079fb6de747afb4400390478fb0846af1781b3c80ffc500900392b1100521652403d3688747c0b9402109e01c79e73d4fffc000862cc6ffc0008b00040a6f04030ec4039169474780b061b40100236c11781c6c31783c3c20f00209dad061ffc6007b00002d09d110ffc6006ed9e06de70390478fb08447afb4406af1781b3c80ffc5005a79e70392b1100521652403d36c87a9442109ffc000533d4fffc100503509b561ff8900806d76797b422900200399059f05a0b0606869781d5c03e41a3c3c686c781b6c073c04e00ca940b0016c11781b3d4fe40e3c3c3c0bf40b3c3cf8090160b0016c11781b3c0cf4033c3c018001bce7e05789b461000b09dad46125ade00e038db06004060ed4040b0f78d06055b179a70393c1a4ffc6001500000392ffc60011d110b008880ffcdbd008b0088c0ffcdbd008040a0f68fcdbd44004000f68fcdbd440040b0f68fcdbd44004010f68fcdbd44004010f68b402ffbcd0000000d008fcdbd440ffc6011f0000ffc6021c00006de747afb4400390478fb084b0a56af6781b3ca0ffc5ffd56afb781b3c80ffc5ffd42484e4026c87008f016479670580ff89008042290020039903d3b060b0c16869781d5c00e00f6cd65c03e40978db686c781b6c07a9403d4be40200004d8154c5ffc0ffae3c3ce7e9578903914784b0610005258ce00709356871781c3c05f0020000000509dab00004206c09781f3c20ffc0ff9ad0615c03ffc1ff9ab440686c781c6c07a940039169474780b0616871781c3c05ffc2ff8c000509daffc6ff88d0616de747afb4400390478fb084b0a5ffa0000000003c04e4040000ffc6ff78d4a5ffa0000000013c04e4040000ffc6ff6fd4a6ffa0000000023c04e4040000ffc6ff66d4a7ffc6ff5f00006de747afb4400390478f04e1d0e7b084ffbe000007da688247c004e2d0e7fcdeb0a5fcdb0000f81d03c5f82503c5f81e03c5f82679e7f82979e7f82cb0c6f833b0c6f866b0a5fcdb0000f835b0c6f846b0c6f85703c5f85f0000fcdb0000fcdb0000ffc6fc89ffa000010358ffc6fc84ffa000010238ffc6fc7fffa0000105d8ffc6fc7affa00000f6f4ffc6fc75ffa00000ffd804f2d0e72f4538c604f3d0e7ffc6ff10274604f4d0e702a504f5d0e7ffc6ff0802c604f6d0e7ffbec1003000b8006c1b781b3ca0ffc5fef8ffbec10020006ca747c5ffc6fef5d8c004f7d0e7ffbec1003000b8006c16781b3ca0ffc5fee5ffbec10020006ca747c5ffc6fee2d8d004f8d0e7b800d00404f9d0e7ffdeffc6fed80000ffce000001e0000000000000000000000000ffd5ffd2ffd7ffb0c0000000ffb1c1000000ffb2c1001000ffb3c2000000ffb4c30000000392b2e2b30303376f3b7b3b6f274731ffb50000000006c007403508ff89008003b1d502d503d5053808d019d110d118ffc700ee0000420903976f9b7b9b6f874790ff8400805c84e7fec1043c1ce7f95789040004600ed442290399d104d060d102d103d1053c1ce7f9578903976f917b9b6f874793d1003e7ce7fd578903976f8c7b9b6f874794d1003e9ce7fd5789ffbcc1001004b080379c3c9ce0030000ffde0000ff890080ffbc00000f80ffa0000010004780d100d101d102d103d104d105d106d107d108d109d10ad10bd10c3c1ce7f15789ffbc00000f00d105d106d107ffbc000010006af1781bff81fffe6420d020ffbc000010046aec781bff81fffe6420d020ffbc000010086ae2781bff81fffe6420d020ffbc0000100c6b1d781dff81ffff6420d020ffbc000010106b1a781dff81ffff6420d020ffbc000010146b15781dff81ffff6420d020ffbdc1003000b4a0ffbc0000101868bb781bff81ffff6420d020ffbc0000101c68b6781bff81ffff6420d020ffbd00013fb4ffa90001c67c3508d5003fa9e7fd4fa4ffa400003000ffa600019b88ffbd0001368cb7a044dd04a034e703b10190ffc7fc64b440ffa400000000ffa500000f140000fff6f803000000000000ffde0000000000000000000000000000ffbcc1001004b000ffbc00001000ffa400000080b02d3c20e7fd47845784b00bb02a2400e0052421e0030000fcc003e1fcdb0000ffa000ffc1fffcdbd00400a404800000fff30000000000010000fb84000030000000007d5ffcdfc6df65de04de23ffa0beef0000ffb1e00102000391ffb040013fc0d0000090ffa540013fe0ffcf0000dc58ff860fe0ffa0beef00100391d000ffbc40014fc0ff80ffe0d200ffbc00000f00009c8f9e2480d210ffa03fffffff3c80ffd0f414ffbe40014fc0f807ffa580000003ffdcff8100204481ffbc00000f803c9cffd0ebf6ffbe40014fc0b880ffa000013008ffcf0000db44dc00ffbc00000f00b008b880dc01ffa000013037ffcf0000db44dc00ffb1e0010200ffa0beef00200391d000ffcf00009dd000000391ffa0beef0030d000ffcf00009e300000b880ffa000013069ffcf0000db44dc00ffbc00013784b880b000ffcf0000db44dc00ffbcc1001000b000b880dc01ffa000013080ffcf0000db44dc000481ffcf00009c68ba00ffa0000130bfffa5000f4240
5, 0x41, 0xde, 0x0002, 0x0ff8, 0x0000, 0x0ff8, ffcf00012390dc00dc81ffcf0000db4400900480ffcf00009c68ba00ffa0000130d9ffa5000f4240ffcf00012390dc00dc81ffcf0000db4400900483ffcf00009c68ba00ffa0000130f0ffa5000f4240ffcf00012390dc00dc81ffcf0000db440090b880ffa00001310affcf0000db44dc00ffa0beef00400391d000ffcf0000997400004c80ec09ffa00001314bffa000013128dc00f806b880ffbc40014fc0dc00b080ffcf0000db44ffbe40014fc0b880ffa000013151ffcf0000db44dc00ffa0beef0050ffbce0010200d000ffcf0000393000004c80ec09ffa00001314bffa000013128dc00f806b880ffbc40014fc0dc00b080ffcf0000db44ffbe40014fc0b880ffa000013178ffcf0000db44dc00ffa0beef0060ffbce0010200d000ffcf00009c7c00004c80ec09ffa00001314bffa000013128dc00f806b880ffbc40014fc0dc00b080ffcf0000db44ffbe00000f00b8099c00e4270000b802ffbc40014fc0b080dc02ffa00001318cffb00001c680dc00ffcf0000db44de01039003bef8030420d0204f84b4023f80ffd0ebfaffa00001314bffbc40014fc0dc00ffcf0000db44b080ffbe40014fc0b880ffa0000131c2ffcf0000db44dc00ffa0beef0070ffbce0010200d000ffcf0000e42800004c80ec10ffa00001314bffa000013128dc00b880ffcf0000db440620f81bffbd00000f00ffbc40014fc0dc00fbf3b080b080ffa0000131e3ffcf0000db44dc00fff10401ffbc0001afc00220d000ffbd00000f00b40906012010e3eaffbc40014fc0ffa0beef0080ffbce0010200d000b489ffcf0000e4a8789e4c80ec17ffa0beef0090ffbc40014fc0b080ffa000013200ffcf0000db44dc00fff1ffbc0001afc00230d200ffa0beef0090ffbce0010200d000ffbc00000f00b00804223c01e426ffb040014fc04e20e424ffa0beef00a0ffb040014fc00390b080ffa000013216ffcf0000db44dc00fff10401ffbc0001afc0d000ffa00001314b0390dc00ffcf0000db44b080ffb040014fc0ffa0beef00a00390b080ffbce0010200d000ffa000013249ffcf0000db44dc00ffcf00020000000003900004b080dc01ffa000013261ffcf0000db44dc0004a000850000fff3bfc6bf65be04be23fcdb4ffcfcdbff84ffff0000ff80ffe000444cbf248000252420ffa03fffffff3c80ffd0f40d4041f807ffa580000007ffdcff81002044813c80ffd0ebf90000fcdb0480ff80ffe000444cbf248000252420ffa03fffffff3c80ffd0f40d4041f807ffa580000003ffdcff81002044813c80ffd0ebf90000fcdb0480ff80ffe000444cbf248000252420ffa03fffffff3c80ffd0f40d4041f807ffa580000005ffdcff81002044813c80ffd0ebf90000fcdb0480ff80ffe000444cbf248000252420ffa03fffffff3c80ffd0f42dff8040003c20ffd0f0070000f8050020ffdcff800020448040413c80ffd0ebf804a0ffbcc1001000b0014c00e4160402ffbce0010000d006ffa1000186a0f80a04420000ffbce0010000b0065c214c20e00400002002e7f50000fcdb048003840420f806ffbde2000000b400d0004f843c25ebfb4c21fcdb000003840420f806ffbde2000000b000d4004f843c25ebfb4c21fcdb00005fe4df60ffbcc1001000b001002400e54c00e4046c24f804ff850200ff85030444a10483ffcf0000da8004c4bf60fcdb4fe400005ff4dfc4df63de02ffbcc1001000b021040002043c81e005dc00ffcf000090780000ffa07fffffff3e00e42804010600ffbcc1001000b00103df04203e00e0154fc4bc410001048208200be200a2ffcf000035c4dc41009effcf000035a804a1009fffcf0000358c04a14e0107823e1ce02cbc80fbe0ffbcc10010003e00ffd0f422ff80ffeaffbcc1001000b0013e00e018bc410400048208200be200a2dc41ffcf000035c4021f4e0404a1ffcf000035a80090009fffcf0000358c04a1f805bc80ff80ffeadc00bc80bfc4bf63be02fcdb4ff45ff8df65de04de23de4204000244ffa17fffffff3c81e423dc000220ffbcc1001000b0013e20e0120601bc41040000b00820009f00104c840be2ffcf000035a8dc41009fffcf0000358c00b04e2104223e21e02affbcc1001000fbe3000004013c80ffd0f420ff80ffeaffbcc1001000b0013c80e016bc4104000601082000b00010009f4c840be2ffcf000035a8dc41009fffcf0000358c00b0f809ffbcc1001000ff80ffeadc00ffbcc1001000b0013e40e006bc80ffcf000090180000bc80bf65be04be23be42fcdb4ff85ffcdf66de05de24de43de62ffbcc1001000b00102253c80e40802460085ffcf000034dc00a6f8490204ffa07fffffff3c80e42e06000270ffbcc1001000b0013e60e40b0091ffcf000034dc00b24c80ec160000f814ff90fffb0401042000e0dc00dc2100b100d2ffcf00008dc40482ff80ffff3c80e4030000ff90fffb4e6104023e60e01b0090fbdaffbcc100100004013c80ffd0f411ff90ffea040004e1dc01dce0ffcf00008dc40482ff80ffff3c80e003ff90fffb06000090bf66be05be24be43be62fcdb4ffc00005ffcdf66de05de24de43de62ffbcc1001000b00102253c80e40802460085ffcf000034a400a6f8490204ffa07fffffff3c80e42e06000270ffbcc1001000b0013e60e40b0091ffcf000034a400b24c80ec160000f814ff90fffb0401042000e0dc01dc2000b100d2ffcf00008dc40482ff80ffff3c80e4030000ff90fffb4e6104023e60e01b0090fbdaffbcc100100004013c80ffd0f411ff90ffea040004e1dc00dce1ffcf00008dc40482ff80ffff3c80e003ff90fffb06000090bf66be05be24be43be62fcdb4ffc00005ff4dfc4df63de02de21de400600ffbe00019740ffb1400163e0ff800100da00009106404620da41ffa500013317ffcf00008bd44fd04e01ff8100203e01e7efff800100ffa400019740ffcf000034dcff8502000212ffbc400159e0ffbd00018d6400120d00ff81010047814c34d60047a1ffa1400163e03f81e7f4ffa400018c60ffcf000034dcff850ac80230ffbc40014fe0ffbd00018b4c00100d00ff810100d6204781ffa1400159e03f81e7f64fbcffa400018b40ffcf000034dcff8501180211ffbc000189a4d200ffa000018b344f883f80e7f9ffa4000189a0ffcf000034dcff850190ffbc000186a00d10ffa1000189a04f8c3f81e7f9ffa4000186a0ffcf000034dcff8503000010ffbc000185000d00ffa1000186904f883f81e7f90000ff850190ffcf000034dcffa400018500ffcf0000eef00000ffcf0000e7d800000480bfc4bf63be02be21be40fcdb4ff45fe8df61de00ffcf000090780204ffbc00012b84ff80ffff3e00e00747900c009c01e012ffbc00012b84ffa400019740ffcf000034a4ff850200ff80ffff3e00e00affbc00012b8447900c009c02e022ffbc00012b84ff850ac8ffcf000034a4ffa400018c60ffa400018b40ffcf000034a4ff850118ffa4000189a0ffcf000034a4ff850190ff80ffff3e00e008ffbc00012b8447900c009c00e0110000ff850300ffcf000034a4ffa4000186a0ffa400018500ffcf000034a4ff850190bf61be00fcdb4fe800005fe8df61de00ffbc00012b840204ff80ffff3c80e00747840c009c01e012ffbc00012b84ffa400019740ffcf000034dcff850200ff80ffff3e00e00affbc00012b8447900c009c02e022ffbc00012b84ff850ac8ffcf000034dcffa400018c60ffa400018b40ffcf000034dcff850118ffa4000189a0ffcf000034dcff850190ff80ffff3e00e008ffbc00012b8447900c009c00e0110000ff850300ffcf000034dcffa4000186a0ffa400018500ffcf000034dcff850190ffcf000090180000bf61be00fcdb4fe85ff4df64de03de22de41de60ffbcc10010220c00043f7802ffbdc0000010200102606e6747b3b620ffa00000002803916f824780b200ffb2c000000000914e00e4044653f825ff80ffa8ffcf00003a84000003924f94b0804f84b0a04f84b0c0fcf000000204ffcf00003b4c0091ffbdc1000000039247b34f90d200b400ffa1f9ffffff881b8c1b20018c1988188c18d400bf64be03be22be41be60fcdb4ff4ffbc00013780fcdbb08000005fe8df61de00ffbc00013780b0c00600ffbc00013690f80700300c004c00e4024c214e014f813c26ebf80000ffcf00008620ffa5000136900090bf61be00fcdb4fe800005fe8dfc1df60ffbcd0000000b00003c4ffa5000f4240ffcf0001233a00804fc0e0020000d880bfc1bf60fcdb4fe800005fe4df60ffcf00009c680000bf60fcdb4fe400005fe4df60ffcf00009e1c0000bf60fcdb4fe400005ff8df65de04de23de4202444ca0e4040225f84fff84ffeaffa47fffffffffcf000035f80600ffbcc1001000b0013e00e006009000b2ffcf0000386400d14e0104023e00e7f3ffbcc1001000b08100b200d1ffcf000037980600ffbcc1001000b0013e00e0180000b0013e00e40804010092ffcf0000351400b1f80e4e013e00ffd0f40904e0dc01dce0048200b2ffcf00008dc400d14e0104023e00e7e1ffbcc1001000ffcf000036ccffa47fffffff0480bf65be04be23be42fcdb4ff800005fe4df60ffcf0000ec540000bf60fcdb4fe400005fe4df60ffcf0000e7f40000bf60fcdb4fe400005fe4df60ffcf0000f3840000bf60fcdb4fe400005fe4df60ffcf0000f2e00000bf60fcdb4fe400005fe4df60ffcf0000ef200000bf60fcdb4fe400005ff0df63de02de21de4002444ca0e4040225f829ff84ffeaffa47fffffffffcf000035f80600ffbcc1001000b0013e00e006009000b2ffcf0000386400d14e0104023e00e7f3ffbcc1001000b08100b2ffcf0000379800d1ffcf000036ccffa47fffffff0480bf63be02be21be40fcdb4ff000005ff4df64de03de22de41de60040f0244002602067830026502212620ffa00000ffff26004e00e4040091f824ff84ffeaffcf000035f80000ffbcc1001000b0013e20e4090401009200b3ffcf0000862000d0f80b00003e20ffd0f407048200b300d2ffcf00008d2400f0ffcf000036cc00910480bf64be03be22be41be60fcdb4ff400005ff4df64de03de22de41de60040f0244002602067830026502212620ffa00000ffff26004e00e4040091f824ff84ffeaffcf000035f80000ffbcc1001000b0013e20e4090401009300b2ffcf0000862000d0f80b00003e20ffd0f407048200b200d3ffcf00008c8800f0ffcf000036cc00910480bf64be03be22be41be60fcdb4ff400005fe4df60ffcf0000346c0000bf60fcdb4fe400005fe4df60ffcf000034a40000bf60fcdb4fe400005fe4df60ffcf000034dc0000bf60fcdb4fe40000ffbcc1001000b081fcdb0000ffbcc10010220c1c041f7b822780ffa0c100000c6f874780b080fcdb00000000ffbcc1001000b061ffbcc10010220c00043f7802ffbc0000103400402441f80204204c21b000ff8400803c03e7fa47840081fcdb448200005ff4dfc4df63de02de21de40ffbcc1001000b061ffbcc10010220c00043f780203c40040ffbc000010342441f80204204c21b000ff8400803c03e7fa47840241009effcf000089a44642ff8000ff3c80ffd0f4ca02240c400032ff82002f3c02e40d6c28ffa4400163e0f81e4481039e4f810d00ff80002ff8b50d40ffb0400163e04601ffcf000089a40090
